rxn_smiles,ea
[C:1]([O:2][c:3]1[c:4]([H:10])[c:23]([H:24])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9].[c:13]1([H:18])[c:14]([H:19])[n:15][c:16]([H:20])[c:17]([H:21])[c:22]1>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:23](-[c:22]2[c:13]([H:18])[c:14]([H:19])[n:15][c:16]([H:20])[c:17]2[H:21])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9].[H:24],15.7
[F:1][C:2]([F:3])([F:4])[c:5]1[c:8]([H:10])[s:7][n+:6]([H:9])[c:15]1[H:16].[H:11][C:14]([H:12])[H:13]>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:8]([H:10])[s:7][n+:6]([H:9])[c:15]1[C:14]([H:11])([H:12])[H:13].[H:16],8.1
[C:12]([H:16])([H:17])([H:18])[C:22]([C:13]([H:19])([H:20])[H:21])[C:14]#[N:15].[C:1]([O:2][c:3]1[n:4][c:5]([H:10])[c:23]([H:24])[n:6]1[H:11])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[n:4][c:5]([H:10])[c:23]([C:22]([C:12]([H:16])([H:17])[H:18])([C:13]([H:19])([H:20])[H:21])[C:14]#[N:15])[n:6]1[H:11])([H:7])([H:8])[H:9].[H:24],21.0
[C:12]([H:14])([H:15])([H:16])[C:21]([C:13]([H:18])([H:19])[H:20])[H:17].[C:1]([O:2][c:3]1[c:4]([H:10])[n:5][c:22]([H:23])[n:6]1[H:11])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[n:5][c:22]([C:21]([C:12]([H:14])([H:15])[H:16])([C:13]([H:18])([H:19])[H:20])[H:17])[n:6]1[H:11])([H:7])([H:8])[H:9].[H:23],17.8
[C:12]([H:15])([H:16])([H:17])[C:18]([F:13])[F:14].[C:1]([O:2][c:3]1[n:6]([H:11])[c:5]([H:10])[n:4][c:19]1[H:20])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[n:6]([H:11])[c:5]([H:10])[n:4][c:19]1[C:18]([C:12]([H:15])([H:16])[H:17])([F:13])[F:14])([H:7])([H:8])[H:9].[H:20],16.4
[C:15]([C:16]([F:17])([F:18])[F:19])([H:22])([H:23])[C:24]([H:20])[H:21].[C:1]([O:2][c:3]1[n+:7]([H:14])[c:6]([H:13])[c:5]([H:12])[c:4]([H:11])[c:25]1[H:26])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[n+:7]([H:14])[c:6]([H:13])[c:5]([H:12])[c:4]([H:11])[c:25]1[C:24]([C:15]([C:16]([F:17])([F:18])[F:19])([H:22])[H:23])([H:20])[H:21])([H:8])([H:9])[H:10].[H:26],19.5
[C:12]([H:15])([H:16])([H:17])[C:24]([C:13]([H:18])([H:19])[H:20])[C:14]([H:21])([H:22])[H:23].[C:1]([O:2][c:3]1[o:6][n+:5]([H:11])[c:4]([H:10])[c:25]1[H:26])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[o:6][n+:5]([H:11])[c:4]([H:10])[c:25]1[C:24]([C:12]([H:15])([H:16])[H:17])([C:13]([H:18])([H:19])[H:20])[C:14]([H:21])([H:22])[H:23])([H:7])([H:8])[H:9].[H:26],22.4
[C:11]([H:15])([H:16])([H:17])[C:21]([C:12]([H:18])([H:19])[H:20])[C:13]#[N:14].[C:1]([O:2][c:3]1[c:6]([H:10])[s:5][n:4][c:22]1[H:23])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:6]([H:10])[s:5][n:4][c:22]1[C:21]([C:11]([H:15])([H:16])[H:17])([C:12]([H:18])([H:19])[H:20])[C:13]#[N:14])([H:7])([H:8])[H:9].[H:23],23.0
[F:10][C:13]([F:11])[F:12].[F:1][C:2]([F:3])([F:4])[c:5]1[n:8][c:7]([H:9])[s:6][c:14]1[H:15]>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:8][c:7]([H:9])[s:6][c:14]1[C:13]([F:10])([F:11])[F:12].[H:15],10.5
[C:14]([H:17])([H:18])([H:19])[C:26]([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25].[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([H:28])[n+:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([C:26]([C:14]([H:17])([H:18])[H:19])([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25])[n+:7]1[H:13])([H:8])([H:9])[H:10].[H:28],12.6
[C:12]([F:13])([F:14])([F:15])[C:18]([H:16])[H:17].[F:1][C:2]([F:3])([F:4])[c:5]1[n:9][c:8]([H:11])[c:7]([H:10])[n:6][c:19]1[H:20]>>[F:1][C:2]([F:3])([F:4])[c:5]1[n:9][c:8]([H:11])[c:7]([H:10])[n:6][c:19]1[C:18]([C:12]([F:13])([F:14])[F:15])([H:16])[H:17].[H:20],17.4
[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:9]([H:22])[n+:8]([H:21])[c:7]([H:20])[c:6]([H:19])[c:27]1[H:28])([H:10])([H:11])[H:12].[F:23][C:26]([H:24])[H:25]>>[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:9]([H:22])[n+:8]([H:21])[c:7]([H:20])[c:6]([H:19])[c:27]1[C:26]([F:23])([H:24])[H:25])([H:10])([H:11])[H:12].[H:28],14.4
[F:10][C:13]([F:11])[H:12].[F:1][C:2]([F:3])([F:4])[c:5]1[o:8][n:7][c:6]([H:9])[c:14]1[H:15]>>[F:1][C:2]([F:3])([F:4])[c:5]1[o:8][n:7][c:6]([H:9])[c:14]1[C:13]([F:10])([F:11])[H:12].[H:15],15.1
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n:6][c:7]([H:18])[c:24]([H:25])[n:8]1[H:19])([H:9])([H:10])[H:11].[F:20][C:23]([F:21])[H:22]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n:6][c:7]([H:18])[c:24]([C:23]([F:20])([F:21])[H:22])[n:8]1[H:19])([H:9])([H:10])[H:11].[H:25],13.6
[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:16]([H:17])[n:7]([H:10])[c:8]1[H:11].[H:12][C:15]([H:13])[H:14]>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:16]([C:15]([H:12])([H:13])[H:14])[n:7]([H:10])[c:8]1[H:11].[H:17],17.3
[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:7]([H:20])[c:33]([H:34])[c:8]([H:21])[n+:9]1[H:22])([H:10])([H:11])[H:12].[C:23]([H:25])([H:26])([H:27])[C:32]([C:24]([H:29])([H:30])[H:31])[H:28]>>[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:7]([H:20])[c:33]([C:32]([C:23]([H:25])([H:26])[H:27])([C:24]([H:29])([H:30])[H:31])[H:28])[c:8]([H:21])[n+:9]1[H:22])([H:10])([H:11])[H:12].[H:34],17.2
[C:12]([F:13])([F:14])([F:15])[C:18]([H:16])[H:17].[C:1]([O:2][c:3]1[o:6][n+:5]([H:11])[c:4]([H:10])[c:19]1[H:20])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[o:6][n+:5]([H:11])[c:4]([H:10])[c:19]1[C:18]([C:12]([F:13])([F:14])[F:15])([H:16])[H:17])([H:7])([H:8])[H:9].[H:20],18.5
[C:14]([H:18])([H:19])([H:20])[C:24]([C:15]([H:21])([H:22])[H:23])[C:16]#[N:17].[C:1]([O:2][c:3]1[c:7]([H:13])[n:6][c:5]([H:12])[c:4]([H:11])[c:25]1[H:26])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:7]([H:13])[n:6][c:5]([H:12])[c:4]([H:11])[c:25]1[C:24]([C:14]([H:18])([H:19])[H:20])([C:15]([H:21])([H:22])[H:23])[C:16]#[N:17])([H:8])([H:9])[H:10].[H:26],22.7
[C:1]([O:2][c:3]1[n:6][c:5]([H:11])[n:4]([H:10])[c:16]1[H:17])([H:7])([H:8])[H:9].[H:12][C:15]([H:13])[H:14]>>[C:1]([O:2][c:3]1[n:6][c:5]([H:11])[n:4]([H:10])[c:16]1[C:15]([H:12])([H:13])[H:14])([H:7])([H:8])[H:9].[H:17],15.5
[C:11]([H:14])([H:15])([H:16])[C:17]([F:12])[F:13].[F:1][C:2]([F:3])([F:4])[c:5]1[c:8]([H:10])[o:7][c:6]([H:9])[c:18]1[H:19]>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:8]([H:10])[o:7][c:6]([H:9])[c:18]1[C:17]([C:11]([H:14])([H:15])[H:16])([F:12])[F:13].[H:19],17.1
[C:1]([O:2][c:3]1[c:4]([H:10])[n:5][o:6][c:22]1[H:23])([H:7])([H:8])[H:9].[c:11]1([H:16])[c:12]([H:17])[c:13]([H:18])[c:14]([H:19])[c:15]([H:20])[c:21]1>>[C:1]([O:2][c:3]1[c:4]([H:10])[n:5][o:6][c:22]1-[c:21]1[c:11]([H:16])[c:12]([H:17])[c:13]([H:18])[c:14]([H:19])[c:15]1[H:20])([H:7])([H:8])[H:9].[H:23],11.8
[C:13]([H:16])([H:17])([H:18])[C:19]([H:14])[H:15].[C:1]([O:2][c:3]1[c:4]([H:10])[c:5]([H:11])[c:20]([H:21])[n:6]1[H:12])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:5]([H:11])[c:20]([C:19]([C:13]([H:16])([H:17])[H:18])([H:14])[H:15])[n:6]1[H:12])([H:7])([H:8])[H:9].[H:21],18.8
[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:32]([H:33])[c:7]([H:20])[c:8]([H:21])[n:9]1)([H:10])([H:11])[H:12].[C:22]([H:24])([H:25])([H:26])[C:31]([C:23]([H:28])([H:29])[H:30])[H:27]>>[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:32]([C:31]([C:22]([H:24])([H:25])[H:26])([C:23]([H:28])([H:29])[H:30])[H:27])[c:7]([H:20])[c:8]([H:21])[n:9]1)([H:10])([H:11])[H:12].[H:33],18.8
[F:11][C:14]([F:12])[H:13].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:7]([H:10])[c:15]([H:16])[s:8]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:7]([H:10])[c:15]([C:14]([F:11])([F:12])[H:13])[s:8]1.[H:16],12.8
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n+:8]([H:20])[n:7]([H:19])[c:6]([H:18])[c:34]1[H:35])([H:9])([H:10])[H:11].[C:21]([H:24])([H:25])([H:26])[C:33]([C:22]([H:27])([H:28])[H:29])[C:23]([H:30])([H:31])[H:32]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n+:8]([H:20])[n:7]([H:19])[c:6]([H:18])[c:34]1[C:33]([C:21]([H:24])([H:25])[H:26])([C:22]([H:27])([H:28])[H:29])[C:23]([H:30])([H:31])[H:32])([H:9])([H:10])[H:11].[H:35],27.8
[C:12]([H:15])([H:16])([H:17])[C:24]([C:13]([H:18])([H:19])[H:20])[C:14]([H:21])([H:22])[H:23].[C:1]([O:2][c:3]1[c:6]([H:11])[n:5]([H:10])[n:4][c:25]1[H:26])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:6]([H:11])[n:5]([H:10])[n:4][c:25]1[C:24]([C:12]([H:15])([H:16])[H:17])([C:13]([H:18])([H:19])[H:20])[C:14]([H:21])([H:22])[H:23])([H:7])([H:8])[H:9].[H:26],21.4
[C:11]([C:12]([F:13])([F:14])[F:15])([H:18])([H:19])[C:20]([H:16])[H:17].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:7]([H:10])[c:21]([H:22])[s:8]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:7]([H:10])[c:21]([C:20]([C:11]([C:12]([F:13])([F:14])[F:15])([H:18])[H:19])([H:16])[H:17])[s:8]1.[H:22],18.0
[C:1]([O:2][c:3]1[c:6]([H:11])[o:5][c:4]([H:10])[c:16]1[H:17])([H:7])([H:8])[H:9].[H:12][C:15]([H:13])[H:14]>>[C:1]([O:2][c:3]1[c:6]([H:11])[o:5][c:4]([H:10])[c:16]1[C:15]([H:12])([H:13])[H:14])([H:7])([H:8])[H:9].[H:17],19.0
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[o:8][n+:7]([H:19])[c:6]([H:18])[c:33]1[H:34])([H:9])([H:10])[H:11].[C:20]([H:23])([H:24])([H:25])[C:32]([C:21]([H:26])([H:27])[H:28])[C:22]([H:29])([H:30])[H:31]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[o:8][n+:7]([H:19])[c:6]([H:18])[c:33]1[C:32]([C:20]([H:23])([H:24])[H:25])([C:21]([H:26])([H:27])[H:28])[C:22]([H:29])([H:30])[H:31])([H:9])([H:10])[H:11].[H:34],9.6
[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:6]([H:13])[c:18]([H:19])[n:7]1)([H:8])([H:9])[H:10].[F:14][C:17]([H:15])[H:16]>>[C:1]([O:2][c:3]1[c:4]([H:11])[c:5]([H:12])[c:6]([H:13])[c:18]([C:17]([F:14])([H:15])[H:16])[n:7]1)([H:8])([H:9])[H:10].[H:19],19.8
[C:1]([O:2][c:3]1[n+:6]([H:11])[c:5]([H:10])[s:4][c:16]1[H:17])([H:7])([H:8])[H:9].[F:12][C:15]([H:13])[H:14]>>[C:1]([O:2][c:3]1[n+:6]([H:11])[c:5]([H:10])[s:4][c:16]1[C:15]([F:12])([H:13])[H:14])([H:7])([H:8])[H:9].[H:17],7.7
[C:11]([H:14])([H:15])([H:16])[C:17]([H:12])[H:13].[F:1][C:2]([F:3])([F:4])[c:5]1[n+:8]([H:10])[o:7][c:6]([H:9])[c:18]1[H:19]>>[F:1][C:2]([F:3])([F:4])[c:5]1[n+:8]([H:10])[o:7][c:6]([H:9])[c:18]1[C:17]([C:11]([H:14])([H:15])[H:16])([H:12])[H:13].[H:19],20.5
[C:12]([F:13])([F:14])([F:15])[C:18]([H:16])[H:17].[C:1]([O:2][c:3]1[c:4]([H:10])[c:19]([H:20])[o:5][n+:6]1[H:11])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:19]([C:18]([C:12]([F:13])([F:14])[F:15])([H:16])[H:17])[o:5][n+:6]1[H:11])([H:7])([H:8])[H:9].[H:20],18.1
[C:14]([H:16])([H:17])([H:18])[C:23]([C:15]([H:20])([H:21])[H:22])[H:19].[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:24]([H:25])[n+:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:24]([C:23]([C:14]([H:16])([H:17])[H:18])([C:15]([H:20])([H:21])[H:22])[H:19])[n+:7]1[H:13])([H:8])([H:9])[H:10].[H:25],10.0
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:7]([H:19])[c:32]([H:33])[n:8]1[H:20])([H:9])([H:10])[H:11].[c:21]1([H:26])[c:22]([H:27])[c:23]([H:28])[c:24]([H:29])[c:25]([H:30])[c:31]1>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[c:6]([H:18])[c:7]([H:19])[c:32](-[c:31]2[c:21]([H:26])[c:22]([H:27])[c:23]([H:28])[c:24]([H:29])[c:25]2[H:30])[n:8]1[H:20])([H:9])([H:10])[H:11].[H:33],11.8
[C:1]([O:2][c:3]1[n+:6]([H:11])[c:5]([H:10])[s:4][c:16]1[H:17])([H:7])([H:8])[H:9].[F:12][C:15]([F:13])[F:14]>>[C:1]([O:2][c:3]1[n+:6]([H:11])[c:5]([H:10])[s:4][c:16]1[C:15]([F:12])([F:13])[F:14])([H:7])([H:8])[H:9].[H:17],11.4
[C:1]([O:2][c:3]1[c:7]([H:13])[c:6]([H:12])[n:5][c:4]([H:11])[c:18]1[H:19])([H:8])([H:9])[H:10].[H:14][C:17]([H:15])[H:16]>>[C:1]([O:2][c:3]1[c:7]([H:13])[c:6]([H:12])[n:5][c:4]([H:11])[c:18]1[C:17]([H:14])([H:15])[H:16])([H:8])([H:9])[H:10].[H:19],16.4
[C:1]([O:2][c:3]1[n:4][c:5]([H:10])[c:16]([H:17])[n:6]1[H:11])([H:7])([H:8])[H:9].[F:12][C:15]([F:13])[H:14]>>[C:1]([O:2][c:3]1[n:4][c:5]([H:10])[c:16]([C:15]([F:12])([F:13])[H:14])[n:6]1[H:11])([H:7])([H:8])[H:9].[H:17],13.0
[C:14]([H:17])([H:18])([H:19])[C:26]([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25].[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([H:28])[n+:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:4]([H:11])[n:5][c:6]([H:12])[c:27]([C:26]([C:14]([H:17])([H:18])[H:19])([C:15]([H:20])([H:21])[H:22])[C:16]([H:23])([H:24])[H:25])[n+:7]1[H:13])([H:8])([H:9])[H:10].[H:28],6.7
[C:13]([H:16])([H:17])([H:18])[C:19]([F:14])[F:15].[C:1]([O:2][c:3]1[c:4]([H:10])[c:20]([H:21])[c:5]([H:11])[n:6]1[H:12])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:20]([C:19]([C:13]([H:16])([H:17])[H:18])([F:14])[F:15])[c:5]([H:11])[n:6]1[H:12])([H:7])([H:8])[H:9].[H:21],15.9
[C:12]([H:16])([H:17])([H:18])[C:22]([C:13]([H:19])([H:20])[H:21])[C:14]#[N:15].[C:1]([O:2][c:3]1[s:6][c:5]([H:11])[n+:4]([H:10])[c:23]1[H:24])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[s:6][c:5]([H:11])[n+:4]([H:10])[c:23]1[C:22]([C:12]([H:16])([H:17])[H:18])([C:13]([H:19])([H:20])[H:21])[C:14]#[N:15])([H:7])([H:8])[H:9].[H:24],11.4
[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:27]([H:28])[c:7]([H:20])[c:8]([H:21])[n+:9]1[H:22])([H:10])([H:11])[H:12].[F:23][C:26]([F:24])[H:25]>>[C:1]([C:2]([C:3]([H:13])([H:14])[H:15])([C:4]([H:16])([H:17])[H:18])[c:5]1[c:6]([H:19])[c:27]([C:26]([F:23])([F:24])[H:25])[c:7]([H:20])[c:8]([H:21])[n+:9]1[H:22])([H:10])([H:11])[H:12].[H:28],11.5
[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:22]([H:23])[c:7]([H:10])[n:8]1[H:11].[c:12]1([H:17])[c:13]([H:18])[n:14][c:15]([H:19])[c:16]([H:20])[c:21]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:22](-[c:21]2[c:12]([H:17])[c:13]([H:18])[n:14][c:15]([H:19])[c:16]2[H:20])[c:7]([H:10])[n:8]1[H:11].[H:23],16.0
[C:14]([H:17])([H:18])([H:19])[C:20]([F:15])[F:16].[C:1]([O:2][c:3]1[c:7]([H:13])[c:6]([H:12])[n:5][c:4]([H:11])[c:21]1[H:22])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:7]([H:13])[c:6]([H:12])[n:5][c:4]([H:11])[c:21]1[C:20]([C:14]([H:17])([H:18])[H:19])([F:15])[F:16])([H:8])([H:9])[H:10].[H:22],12.6
[C:10]([H:13])([H:14])([H:15])[C:16]([H:11])[H:12].[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:17]([H:18])[n:7][s:8]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:6]([H:9])[c:17]([C:16]([C:10]([H:13])([H:14])[H:15])([H:11])[H:12])[n:7][s:8]1.[H:18],18.0
[C:1]([O:2][c:3]1[o:6][c:5]([H:10])[n:4][c:15]1[H:16])([H:7])([H:8])[H:9].[F:11][C:14]([F:12])[F:13]>>[C:1]([O:2][c:3]1[o:6][c:5]([H:10])[n:4][c:15]1[C:14]([F:11])([F:12])[F:13])([H:7])([H:8])[H:9].[H:16],9.8
[C:1]([O:2][c:3]1[n:7][c:6]([H:12])[c:5]([H:11])[n:4][c:23]1[H:24])([H:8])([H:9])[H:10].[c:13]1([H:18])[c:14]([H:19])[n:15][c:16]([H:20])[c:17]([H:21])[c:22]1>>[C:1]([O:2][c:3]1[n:7][c:6]([H:12])[c:5]([H:11])[n:4][c:23]1-[c:22]1[c:13]([H:18])[c:14]([H:19])[n:15][c:16]([H:20])[c:17]1[H:21])([H:8])([H:9])[H:10].[H:24],15.4
[C:11]([C:12]([F:13])([F:14])[F:15])([H:18])([H:19])[C:20]([H:16])[H:17].[F:1][C:2]([F:3])([F:4])[c:5]1[n+:8]([H:10])[c:7]([H:9])[s:6][c:21]1[H:22]>>[F:1][C:2]([F:3])([F:4])[c:5]1[n+:8]([H:10])[c:7]([H:9])[s:6][c:21]1[C:20]([C:11]([C:12]([F:13])([F:14])[F:15])([H:18])[H:19])([H:16])[H:17].[H:22],18.0
[C:13]([H:16])([H:17])([H:18])[C:25]([C:14]([H:19])([H:20])[H:21])[C:15]([H:22])([H:23])[H:24].[C:1]([O:2][c:3]1[c:4]([H:10])[c:26]([H:27])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:26]([C:25]([C:13]([H:16])([H:17])[H:18])([C:14]([H:19])([H:20])[H:21])[C:15]([H:22])([H:23])[H:24])[n:5]([H:11])[n+:6]1[H:12])([H:7])([H:8])[H:9].[H:27],17.9
[C:1]([O:2][c:3]1[n+:4]([H:10])[c:16]([H:17])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9].[H:12][C:15]([H:13])[H:14]>>[C:1]([O:2][c:3]1[n+:4]([H:10])[c:16]([C:15]([H:12])([H:13])[H:14])[c:5]([H:11])[o:6]1)([H:7])([H:8])[H:9].[H:17],15.4
[C:14]([H:18])([H:19])([H:20])[C:24]([C:15]([H:21])([H:22])[H:23])[C:16]#[N:17].[C:1]([O:2][c:3]1[c:7]([H:13])[c:6]([H:12])[n:5][c:4]([H:11])[c:25]1[H:26])([H:8])([H:9])[H:10]>>[C:1]([O:2][c:3]1[c:7]([H:13])[c:6]([H:12])[n:5][c:4]([H:11])[c:25]1[C:24]([C:14]([H:18])([H:19])[H:20])([C:15]([H:21])([H:22])[H:23])[C:16]#[N:17])([H:8])([H:9])[H:10].[H:26],11.7
[C:12]([H:15])([H:16])([H:17])[C:18]([H:13])[H:14].[C:1]([O:2][c:3]1[o:6][c:5]([H:11])[n+:4]([H:10])[c:19]1[H:20])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[o:6][c:5]([H:11])[n+:4]([H:10])[c:19]1[C:18]([C:12]([H:15])([H:16])[H:17])([H:13])[H:14])([H:7])([H:8])[H:9].[H:20],9.9
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[o:8][n+:7]([H:19])[c:6]([H:18])[c:31]1[H:32])([H:9])([H:10])[H:11].[c:20]1([H:25])[c:21]([H:26])[c:22]([H:27])[c:23]([H:28])[c:24]([H:29])[c:30]1>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[o:8][n+:7]([H:19])[c:6]([H:18])[c:31]1-[c:30]1[c:20]([H:25])[c:21]([H:26])[c:22]([H:27])[c:23]([H:28])[c:24]1[H:29])([H:9])([H:10])[H:11].[H:32],16.2
[F:11][C:14]([F:12])[H:13].[F:1][C:2]([F:3])([F:4])[c:5]1[c:8]([H:10])[s:7][c:6]([H:9])[c:15]1[H:16]>>[F:1][C:2]([F:3])([F:4])[c:5]1[c:8]([H:10])[s:7][c:6]([H:9])[c:15]1[C:14]([F:11])([F:12])[H:13].[H:16],14.4
[C:11]([H:14])([H:15])([H:16])[C:17]([F:12])[F:13].[F:1][C:2]([F:3])([F:4])[c:5]1[n+:6]([H:9])[c:7]([H:10])[c:18]([H:19])[s:8]1>>[F:1][C:2]([F:3])([F:4])[c:5]1[n+:6]([H:9])[c:7]([H:10])[c:18]([C:17]([C:11]([H:14])([H:15])[H:16])([F:12])[F:13])[s:8]1.[H:19],12.8
[C:1]([O:2][c:3]1[n+:6]([H:12])[c:5]([H:11])[n:4]([H:10])[c:17]1[H:18])([H:7])([H:8])[H:9].[F:13][C:16]([F:14])[F:15]>>[C:1]([O:2][c:3]1[n+:6]([H:12])[c:5]([H:11])[n:4]([H:10])[c:17]1[C:16]([F:13])([F:14])[F:15])([H:7])([H:8])[H:9].[H:18],9.4
[C:19]([F:20])([F:21])([F:22])[C:25]([H:23])[H:24].[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n:6][c:26]([H:27])[c:7]([H:18])[s:8]1)([H:9])([H:10])[H:11]>>[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]([H:15])([H:16])[H:17])[c:5]1[n:6][c:26]([C:25]([C:19]([F:20])([F:21])[F:22])([H:23])[H:24])[c:7]([H:18])[s:8]1)([H:9])([H:10])[H:11].[H:27],16.9
[C:11]([H:14])([H:15])([H:16])[C:17]([H:12])[H:13].[C:1]([O:2][c:3]1[c:4]([H:10])[c:18]([H:19])[o:5][n:6]1)([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[c:4]([H:10])[c:18]([C:17]([C:11]([H:14])([H:15])[H:16])([H:12])[H:13])[o:5][n:6]1)([H:7])([H:8])[H:9].[H:19],17.3
[C:13]([F:14])([F:15])([F:16])[C:19]([H:17])[H:18].[C:1]([O:2][c:3]1[n:6]([H:12])[c:5]([H:11])[c:4]([H:10])[c:20]1[H:21])([H:7])([H:8])[H:9]>>[C:1]([O:2][c:3]1[n:6]([H:12])[c:5]([H:11])[c:4]([H:10])[c:20]1[C:19]([C:13]([F:14])([F:15])[F:16])([H:17])[H:18])([H:7])([H:8])[H:9].[H:21],14.5
[C:1]([O:2][c:3]1[n:4][c:5]([H:10])[c:16]([H:17])[n:6]1[H:11])([H:7])([H:8])[H:9].[H:12][C:15]([H:13])[H:14]>>[C:1]([O:2][c:3]1[n:4][c:5]([H:10])[c:16]([C:15]([H:12])([H:13])[H:14])[n:6]1[H:11])([H:7])([H:8])[H:9].[H:17],16.0
